,content,type
137,"Tonight, grave sir, both my poor house, and I
Do equally desire your company;
Not that we think us worthy such a guest,
But that your worth will dignify our feast
With those that come, whose grace may make that seem
Something, which else could hope for no esteem.
It is the fair acceptance, sir, creates
The entertainment perfect, not the cates.
Yet shall you have, to rectify your palate,
An olive, capers, or some better salad
Ushering the mutton; with a short-legged hen,
If we can get her, full of eggs, and then
Lemons, and wine for sauce; to these a cony
Is not to be despaired of, for our money;
And, though fowl now be scarce, yet there are clerks,
The sky not falling, think we may have larks.
Ill tell you of more, and lie, so you will come:
Of partridge, pheasant, woodcock, of which some
May yet be there, and godwit, if we can;
Knat, rail, and ruff too. Howsoeer, my man
Shall read a piece of Virgil, Tacitus,
Livy, or of some better book to us,
Of which well speak our minds, amidst our meat;
And Ill profess no verses to repeat.
To this, if ought appear which I not know of,
That will the pastry, not my paper, show of.
Digestive cheese and fruit there sure will be;
But that which most doth take my Muse and me,
Is a pure cup of rich Canary wine,
Which is the Mermaids now, but shall be mine;
Of which had Horace, or Anacreon tasted,
Their lives, as so their lines, till now had lasted.
Tobacco, nectar, or the Thespian spring,
Are all but Luther's beer to this I sing.
Of this we will sup free, but moderately,
And we will have no Pooley, or Parrot by,
Nor shall our cups make any guilty men;
But, at our parting we will be as when
We innocently met. No simple word
That shall be uttered at our mirthful board,
Shall make us sad next morning or affright
The liberty that well enjoy tonight.",Love
138,"Kind are her answers,
But her performance keeps no day;
Breaks time, as dancers
From their own music when they stray:
All her free favors
And smooth words wing my hopes in vain.
O did ever voice so sweet but only feign?
Can true love yield such delay,
Converting joy to pain?

Lost is our freedom,
When we submit to women so:
Why do we need em,
When in their best they work our woe?
There is no wisdom
Can alter ends, by Fate prefixed.
O why is the good of man with evil mixed?
Never were days yet called two,
But one night went betwixt.",Love
139,"Love is a sickness full of woes,
All remedies refusing;
A plant that with most cutting grows,
Most barren with best using.
Why so?
More we enjoy it, more it dies;
If not enjoyed, it sighting cries,
Heigh ho!

Love is a torment of the mind,
A tempest everlasting;
And Jove hath made it of a kind
Not well, not full, nor fasting.
Why so?
More we enjoy it, more it dies;
If not enjoyed, it sighing cries,
Heigh ho!",Love
140,"Pack, clouds away! and welcome day!
With night we banish sorrow;
Sweet air, blow soft, mount larks aloft
To give my love good-morrow!
Wings from the wind to please her mind,
Notes from the lark Ill borrow;
Bird, prune thy wing, nightingale, sing,
To give my love good-morrow;
To give my love good-morrow;
Notes from them both Ill borrow.

Wake from thy nest, Robin Redbreast,
Sing birds in every furrow;
And from each hill, let music shrill
Give my fair love good-morrow!
Blackbird and thrush in every bush,
Stare, linnet, and cock-sparrow!
You pretty elves, amongst yourselves,
Sing my fair love good-morrow;
To give my love good-morrow,
Sing birds in every furrow.",Love
141,"I scarce believe my love to be so pure
   As I had thought it was,
   Because it doth endure
Vicissitude, and season, as the grass;
Methinks I lied all winter, when I swore
My love was infinite, if spring make it more.

But if medicine, love, which cures all sorrow
With more, not only be no quintessence,
But mixed of all stuffs paining soul or sense,
And of the sun his working vigor borrow,
Loves not so pure, and abstract, as they use
To say, which have no mistress but their muse,
But as all else, being elemented too,
Love sometimes would contemplate, sometimes do.

And yet no greater, but more eminent,
   Love by the spring is grown;
   As, in the firmament,
Stars by the sun are not enlarged, but shown,
Gentle love deeds, as blossoms on a bough,
From loves awakened root do bud out now.

If, as water stirred more circles be
Produced by one, love such additions take,
Those, like so many spheres, but one heaven make,
For they are all concentric unto thee;
And though each spring do add to love new heat,
As princes do in time of action get
New taxes, and remit them not in peace,
No winter shall abate the springs increase.",Love
142,"Ay, beshrew you! by my fay,
These wanton clerks be nice alway!
Avaunt, avaunt, my popinjay!
What, will ye do nothing but play?
Tilly, vally, straw, let be I say!
Gup, Christian Clout, gup, Jack of the Vale!
With Mannerly Margery Milk and Ale.

By God, ye be a pretty pode,
And I love you an whole cart-load.
Straw, James Foder, ye play the fode,
I am no hackney for your rod:
Go watch a bull, your back is broad!
Gup, Christian Clout, gup, Jack of the Vale!
With Mannerly Margery Milk and Ale.

Ywis ye deal uncourteously;
What, would ye frumple me? now fy!
What, and ye shall be my pigesnye?
By Christ, ye shall not, no hardely:
I will not be japed bodily!
Gup, Christian Clout, gup, Jack of the Vale!
With Mannerly Margery Milk and Ale.

Walk forth your way, ye cost me nought;
Now have I found that I have sought:
The best cheap flesh that I ever bought.
Yet, for his love that all hath wrought,
Wed me, or else I die for thought.
Gup, Christian Clout, your breath is stale!
Go, Mannerly Margery Milk and Ale!
Gup, Christian Clout, gup, Jack of the Vale!
With Mannerly Margery Milk and Ale.",Love
143,"Man of himselfs a little world, but joind
With woman, woman for that end designd,
(Hear cruel fair one whilst I this rehearse!)
He makes up then a complete universe.
Man, like this sublunary world, is born
The sport of two cross planets, love, and scorn:
Woman the other world resembles well,
In whose looks Heavn is, in whose breast Hell.",Love
144,"The lowest trees have tops, the ant her gall,
The fly her spleen, the little sparks their heat;
The slender hairs cast shadows, though but small,
And bees have stings, although they be not great;
Seas have their source, and so have shallow springs;
And love is love, in beggars as in kings.

Where rivers smoothest run, deep are the fords;
The dial stirs, yet none perceives it move;
The firmest faith is in the fewest words;
The turtles cannot sing, and yet they love:
True hearts have eyes and ears, no tongues to speak;
They hear and see, and sigh, and then they break.",Love
145,"Come, O come, my lifes delight,
Let me not in languor pine!
Love loves no delay; thy sight,
The more enjoyed, the more divine:
O come, and take from me
The pain of being deprived of thee!

Thou all sweetness dost enclose,
Like a little world of bliss.
Beauty guards thy looks: the rose
In them pure and eternal is.
Come, then, and make thy flight
As swift to me, as heavenly light.",Love
146,"My sweetest Lesbia, let us live and love,
And though the sager sort our deeds reprove,
Let us not weigh them. Heavens great lamps do dive
Into their west, and straight again revive,
But soon as once set is our little light,
Then must we sleep one ever-during night.

If all would lead their lives in love like me,
Then bloody swords and armor should not be;
No drum nor trumpet peaceful sleeps should move,
Unless alarm came from the camp of love.
But fools do live, and waste their little light,
And seek with pain their ever-during night.

When timely death my life and fortune ends,
Let not my hearse be vexed with mourning friends,
But let all lovers, rich in triumph, come
And with sweet pastimes grace my happy tomb;
And Lesbia, close up thou my little light,
And crown with love my ever-during night.",Love
147,"Never love unless you can
Bear with all the faults of man:
Men sometimes will jealous be
Though but little cause they see;
And hang the head, as discontent,
And speak what straight they will repent.

Men that but one saint adore
Make a show of love to more.
Beauty must be scorned in none,
Though but truly served in one:
For what is courtship but disguise?
True hearts may have dissembling eyes.

Men, when their affairs require,
Must awhile themselves retire;
Sometimes hunt, and sometimes hawk,
And not ever sit and talk.
If these and such-like you can bear,
Then like, and love, and never fear!",Love
